ticket_id,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_days
402,1667,2 - Regular,Systems,Request,2 - Normal,3 - High,6
403,1372,2 - Regular,Access/Login,Request,1 - Minor,3 - High,0
404,1419,1 - Junior,Software,Issue,2 - Normal,2 - Medium,3
405,763,4 - Management,Systems,Request,2 - Normal,3 - High,5
406,174,4 - Management,Software,Request,2 - Normal,3 - High,16
407,1958,4 - Management,Software,Issue,2 - Normal,3 - High,0
408,1452,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1
409,1173,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1
410,485,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
411,484,4 - Management,Systems,Request,2 - Normal,3 - High,8
412,38,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
413,1552,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,3
414,1208,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
415,1842,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7
416,661,4 - Management,Systems,Request,2 - Normal,3 - High,6
417,1827,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,19
418,56,1 - Junior,Systems,Issue,1 - Minor,0 - Unassigned,2
419,1384,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1
420,644,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
421,1789,2 - Regular,Software,Issue,2 - Normal,1 - Low,8
422,1165,4 - Management,Systems,Request,2 - Normal,3 - High,14
423,1064,4 - Management,Systems,Issue,2 - Normal,3 - High,2
424,100,3 - Senior,Systems,Request,2 - Normal,3 - High,15
425,692,2 - Regular,Systems,Request,2 - Normal,3 - High,20
426,1921,3 - Senior,Systems,Request,2 - Normal,3 - High,5
427,97,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
428,1458,1 - Junior,Software,Request,2 - Normal,1 - Low,2
429,568,3 - Senior,Software,Request,2 - Normal,3 - High,4
430,1829,1 - Junior,Systems,Issue,2 - Normal,1 - Low,10
431,1694,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1
432,65,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,15
433,718,2 - Regular,Software,Request,2 - Normal,1 - Low,3
434,380,1 - Junior,Hardware,Issue,4 - Critical,2 - Medium,5
435,876,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7
436,1059,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,6
437,523,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,13
438,824,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
439,161,2 - Regular,Hardware,Request,2 - Normal,3 - High,31
440,730,2 - Regular,Software,Request,2 - Normal,3 - High,2
441,871,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
442,1274,3 - Senior,Systems,Issue,2 - Normal,3 - High,8
443,1850,2 - Regular,Systems,Issue,2 - Normal,3 - High,11
444,946,1 - Junior,Software,Request,2 - Normal,2 - Medium,8
445,1905,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
446,477,3 - Senior,Software,Request,2 - Normal,3 - High,4
447,1124,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,14
448,417,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
449,640,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
450,850,2 - Regular,Systems,Issue,2 - Normal,1 - Low,2
451,1277,3 - Senior,Access/Login,Request,0 - Unclassified,3 - High,0
452,1604,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9
453,247,2 - Regular,Software,Request,2 - Normal,3 - High,3
454,456,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,35
455,88,3 - Senior,Systems,Issue,2 - Normal,3 - High,4
456,1721,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,30
457,586,4 - Management,Access/Login,Request,3 - Major,1 - Low,1
458,1442,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,8
459,1245,2 - Regular,Software,Request,2 - Normal,1 - Low,7
460,1962,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,17
461,148,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
462,1757,1 - Junior,Systems,Request,2 - Normal,1 - Low,19
463,1936,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8
464,1398,4 - Management,Software,Request,2 - Normal,3 - High,3
465,1355,2 - Regular,Systems,Request,1 - Minor,1 - Low,19
466,861,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,1
467,1840,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
468,779,1 - Junior,Software,Issue,2 - Normal,3 - High,1
469,56,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1
470,1738,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20
471,1511,4 - Management,Systems,Issue,2 - Normal,2 - Medium,2
472,429,4 - Management,Software,Request,2 - Normal,0 - Unassigned,5
473,410,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
474,1911,3 - Senior,Systems,Request,2 - Normal,3 - High,7
475,1001,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
476,485,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
477,1292,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
478,1766,1 - Junior,Software,Request,2 - Normal,1 - Low,9
479,1639,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,30
480,1454,3 - Senior,Systems,Issue,2 - Normal,3 - High,3
481,524,2 - Regular,Access/Login,Issue,3 - Major,1 - Low,1
482,1131,4 - Management,Access/Login,Issue,3 - Major,3 - High,0
483,1006,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
484,1720,3 - Senior,Systems,Issue,3 - Major,0 - Unassigned,4
485,50,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1
486,1894,1 - Junior,Systems,Request,2 - Normal,2 - Medium,11
487,674,3 - Senior,Systems,Request,2 - Normal,1 - Low,18
488,1055,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
489,446,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,30
490,699,1 - Junior,Software,Request,2 - Normal,3 - High,7
491,733,1 - Junior,Access/Login,Request,1 - Minor,3 - High,0
492,917,4 - Management,Hardware,Issue,2 - Normal,3 - High,5
493,513,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,10
494,1426,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
495,347,3 - Senior,Software,Request,2 - Normal,3 - High,4
496,1598,4 - Management,Software,Request,2 - Normal,0 - Unassigned,2
497,470,2 - Regular,Software,Request,2 - Normal,1 - Low,3
498,570,2 - Regular,Systems,Request,2 - Normal,3 - High,8
499,509,1 - Junior,Systems,Request,2 - Normal,2 - Medium,17
500,1808,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,11
501,875,4 - Management,Systems,Request,2 - Normal,3 - High,9
502,1842,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
503,189,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
504,508,3 - Senior,Access/Login,Request,3 - Major,3 - High,1
505,1595,3 - Senior,Systems,Issue,2 - Normal,3 - High,9
506,384,1 - Junior,Access/Login,Issue,1 - Minor,2 - Medium,0
507,697,4 - Management,Systems,Request,2 - Normal,2 - Medium,17
508,1841,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
509,97,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4
510,887,2 - Regular,Systems,Request,2 - Normal,3 - High,14
511,31,4 - Management,Systems,Request,2 - Normal,3 - High,18
512,92,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
513,1928,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
514,1456,4 - Management,Systems,Request,2 - Normal,3 - High,7
515,1931,2 - Regular,Systems,Request,4 - Critical,1 - Low,16
516,1792,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
517,1786,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7
518,1036,3 - Senior,Systems,Request,2 - Normal,3 - High,13
519,592,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
520,1550,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
521,1163,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,1
522,91,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
523,558,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
524,1691,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,2
525,1201,1 - Junior,Systems,Request,2 - Normal,3 - High,14
526,746,3 - Senior,Software,Request,2 - Normal,3 - High,7
527,506,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
528,169,2 - Regular,Hardware,Request,1 - Minor,0 - Unassigned,26
529,167,4 - Management,Software,Request,2 - Normal,3 - High,3
530,167,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
531,667,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1
532,1166,1 - Junior,Systems,Issue,2 - Normal,1 - Low,12
533,1538,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
534,25,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3
535,979,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
536,1080,2 - Regular,Software,Request,2 - Normal,1 - Low,9
537,419,4 - Management,Access/Login,Request,2 - Normal,3 - High,2
538,1568,1 - Junior,Systems,Request,2 - Normal,1 - Low,6
539,951,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1
540,1748,2 - Regular,Software,Request,2 - Normal,3 - High,3
541,1982,3 - Senior,Hardware,Issue,2 - Normal,3 - High,6
542,1925,2 - Regular,Systems,Request,2 - Normal,3 - High,8
543,1568,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
544,1200,2 - Regular,Systems,Request,2 - Normal,1 - Low,19
545,1021,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
546,226,4 - Management,Systems,Issue,3 - Major,3 - High,2
547,1724,1 - Junior,Software,Issue,2 - Normal,2 - Medium,2
548,907,4 - Management,Software,Request,2 - Normal,3 - High,4
549,604,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
550,185,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
551,68,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6
552,105,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,17
553,1858,2 - Regular,Software,Issue,2 - Normal,3 - High,1
554,703,2 - Regular,Systems,Request,2 - Normal,1 - Low,5
555,76,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
556,47,4 - Management,Software,Issue,2 - Normal,3 - High,2
557,1706,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,18
558,615,1 - Junior,Systems,Issue,4 - Critical,1 - Low,10
559,547,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
560,633,4 - Management,Software,Request,2 - Normal,0 - Unassigned,7
561,1704,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
562,6,3 - Senior,Software,Issue,2 - Normal,3 - High,2
563,922,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
564,525,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7
565,1817,3 - Senior,Software,Request,2 - Normal,3 - High,2
566,267,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5
567,531,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,8
568,1859,3 - Senior,Systems,Request,2 - Normal,2 - Medium,20
569,469,2 - Regular,Systems,Request,2 - Normal,2 - Medium,7
570,1315,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
571,1174,4 - Management,Systems,Request,2 - Normal,3 - High,5
572,339,2 - Regular,Access/Login,Issue,3 - Major,0 - Unassigned,0
573,1847,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
574,1907,4 - Management,Hardware,Issue,2 - Normal,3 - High,6
575,1764,3 - Senior,Software,Issue,2 - Normal,3 - High,2
576,1646,2 - Regular,Hardware,Request,2 - Normal,3 - High,10
577,2,2 - Regular,Systems,Issue,1 - Minor,2 - Medium,1
578,1506,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
579,809,4 - Management,Systems,Request,2 - Normal,3 - High,6
580,176,3 - Senior,Systems,Request,2 - Normal,3 - High,8
581,456,1 - Junior,Hardware,Request,2 - Normal,1 - Low,28
582,170,3 - Senior,Systems,Request,1 - Minor,3 - High,5
583,1859,3 - Senior,Systems,Request,2 - Normal,1 - Low,17
584,1730,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6
585,1980,4 - Management,Systems,Request,2 - Normal,3 - High,14
586,89,1 - Junior,Systems,Request,2 - Normal,1 - Low,13
587,1397,1 - Junior,Hardware,Request,3 - Major,0 - Unassigned,29
588,1909,2 - Regular,Systems,Request,2 - Normal,3 - High,8
589,109,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
590,1058,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
591,180,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
592,447,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,1
593,342,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
594,437,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,15
595,555,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
596,326,2 - Regular,Software,Issue,2 - Normal,1 - Low,4
597,1199,2 - Regular,Systems,Request,2 - Normal,2 - Medium,15
598,572,2 - Regular,Systems,Request,2 - Normal,3 - High,7
599,1903,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,32
600,791,4 - Management,Software,Request,2 - Normal,3 - High,10
601,559,1 - Junior,Systems,Issue,2 - Normal,1 - Low,4
602,1857,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
603,721,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
604,1594,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
605,1429,4 - Management,Software,Request,2 - Normal,3 - High,5
606,1669,2 - Regular,Software,Request,2 - Normal,1 - Low,16
607,1356,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
608,564,2 - Regular,Systems,Request,3 - Major,3 - High,15
609,1039,4 - Management,Software,Request,2 - Normal,3 - High,3
610,541,1 - Junior,Access/Login,Issue,3 - Major,1 - Low,1
611,1538,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8
612,565,2 - Regular,Systems,Issue,2 - Normal,3 - High,4
613,761,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7
614,580,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
615,791,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
616,1968,1 - Junior,Systems,Issue,2 - Normal,3 - High,2
617,1320,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
618,1986,2 - Regular,Hardware,Request,2 - Normal,1 - Low,25
619,774,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5
620,103,4 - Management,Hardware,Issue,1 - Minor,3 - High,5
621,956,4 - Management,Systems,Request,2 - Normal,3 - High,9
622,1532,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
623,863,1 - Junior,Systems,Request,2 - Normal,2 - Medium,19
624,1924,1 - Junior,Systems,Request,2 - Normal,3 - High,5
625,895,3 - Senior,Hardware,Request,2 - Normal,3 - High,11
626,1413,2 - Regular,Systems,Request,2 - Normal,3 - High,6
627,1382,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
628,1934,1 - Junior,Hardware,Request,2 - Normal,1 - Low,10
629,1717,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
630,867,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
631,1919,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,5
632,1555,2 - Regular,Systems,Request,2 - Normal,3 - High,8
633,680,1 - Junior,Systems,Request,2 - Normal,1 - Low,6
634,1675,4 - Management,Software,Request,2 - Normal,3 - High,4
635,1608,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
636,1899,1 - Junior,Systems,Request,2 - Normal,2 - Medium,17
637,816,3 - Senior,Hardware,Request,2 - Normal,3 - High,11
638,131,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
639,1335,4 - Management,Systems,Request,2 - Normal,3 - High,18
640,749,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0
641,761,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
642,725,3 - Senior,Systems,Request,2 - Normal,3 - High,7
643,1661,4 - Management,Software,Request,2 - Normal,3 - High,4
644,408,4 - Management,Software,Request,2 - Normal,0 - Unassigned,7
645,1337,2 - Regular,Software,Request,3 - Major,3 - High,12
646,826,1 - Junior,Hardware,Request,2 - Normal,1 - Low,37
647,1418,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
648,719,4 - Management,Systems,Request,2 - Normal,3 - High,5
649,1295,4 - Management,Software,Issue,3 - Major,3 - High,5
650,1032,1 - Junior,Access/Login,Issue,1 - Minor,1 - Low,0
651,246,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
652,561,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1
653,1462,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
654,1332,2 - Regular,Systems,Request,2 - Normal,1 - Low,17
655,1541,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,12
656,839,4 - Management,Hardware,Request,2 - Normal,2 - Medium,12
657,494,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4
658,1997,2 - Regular,Hardware,Issue,2 - Normal,3 - High,7
659,1432,2 - Regular,Hardware,Issue,3 - Major,0 - Unassigned,6
660,1570,1 - Junior,Access/Login,Request,3 - Major,0 - Unassigned,0
661,678,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,1
662,986,2 - Regular,Software,Request,2 - Normal,3 - High,8
663,1483,3 - Senior,Systems,Request,2 - Normal,3 - High,6
664,1311,2 - Regular,Hardware,Request,2 - Normal,3 - High,28
665,1217,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
666,43,1 - Junior,Hardware,Request,2 - Normal,1 - Low,14
667,1778,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,28
668,1359,3 - Senior,Software,Request,2 - Normal,3 - High,7
669,1185,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
670,503,3 - Senior,Software,Request,2 - Normal,2 - Medium,5
671,879,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,6
672,1620,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,2
673,639,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
674,720,4 - Management,Systems,Request,2 - Normal,3 - High,13
675,325,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,3
676,1829,1 - Junior,Hardware,Request,2 - Normal,1 - Low,27
677,580,3 - Senior,Systems,Request,2 - Normal,2 - Medium,9
678,1053,2 - Regular,Software,Request,2 - Normal,3 - High,3
679,812,4 - Management,Software,Request,2 - Normal,0 - Unassigned,16
680,1245,2 - Regular,Systems,Request,2 - Normal,1 - Low,6
681,851,1 - Junior,Software,Issue,3 - Major,0 - Unassigned,7
682,1133,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,18
683,1217,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
684,858,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
685,1638,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
686,1509,3 - Senior,Systems,Request,2 - Normal,3 - High,7
687,644,4 - Management,Hardware,Request,2 - Normal,3 - High,43
688,1357,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,18
689,665,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,10
690,707,2 - Regular,Systems,Request,2 - Normal,3 - High,13
691,273,4 - Management,Software,Request,2 - Normal,0 - Unassigned,2
692,312,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
693,527,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
694,178,2 - Regular,Systems,Request,2 - Normal,3 - High,16
695,467,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
696,40,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9
697,1904,1 - Junior,Software,Request,2 - Normal,1 - Low,7
698,1634,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,9
699,909,2 - Regular,Systems,Issue,4 - Critical,1 - Low,6
700,201,2 - Regular,Systems,Request,2 - Normal,3 - High,22
701,76,3 - Senior,Systems,Request,2 - Normal,3 - High,6
702,183,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
703,1460,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
704,377,3 - Senior,Systems,Request,2 - Normal,3 - High,9
705,737,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
706,1027,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1
707,1843,2 - Regular,Software,Issue,2 - Normal,3 - High,2
708,1733,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
709,1905,3 - Senior,Systems,Issue,2 - Normal,3 - High,2
710,1777,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
711,1747,2 - Regular,Software,Issue,2 - Normal,2 - Medium,5
712,830,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
